tweet_id,name,stage,jpg_url,img_num,p1,p1_conf,p2,p2_conf,p3,p3_conf,retweet_count,favorite_count,ratings
831939777352105988,Emanuel,doggo,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,1,pomeranian,0.153862,marmot,0.0912338999999999,grey fox,0.0906441,7031,26404,1.2
831322785565769729,Pete,doggo,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,1,old english sheepdog,0.999715,tibetan terrier,4.62967e-05,guinea pig,4.1184300000000005e-05,1744,10042,1.2
829374341691346946,Astrid,doggo,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,1,staffordshire bullterrier,0.757547,american staffordshire terrier,0.14995,chesapeake bay retriever,0.0475226999999999,10706,38074,1.3
828381636999917570,Doobert,doggo,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,1,bedlington terrier,0.3925349999999999,labrador retriever,0.0890217,clumber,0.0817998,2554,13864,1.4
827933404142436356,Kona,pupper,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg,2,german shepherd,0.8061149999999999,tibetan mastiff,0.104831,kelpie,0.0381482,5987,22180,1.2
826958653328592898,Loki,doggo,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,1,golden retriever,0.6173890000000001,labrador retriever,0.337053,tennis ball,0.00855442,5757,23767,1.2
826848821049180160,Cupid,doggo,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4,great pyrenees,0.858764,golden retriever,0.0235257,pekinese,0.0171039,11878,40325,1.3
826476773533745153,Pilot,doggo,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,1,german shepherd,0.7418600000000001,tibetan mastiff,0.1228119999999999,kelpie,0.10046,4821,20275,1.2
825026590719483904,Pablo,puppo,https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,2,eskimo dog,0.524454,siberian husky,0.467678,malamute,0.00497584,1483,7020,1.2
822462944365645825,Gabe,pupper,https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,3,pomeranian,0.960199,samoyed,0.0230563,maltese dog,0.00894488,17209,31800,1.4
821765923262631936,Duchess,doggo,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1,golden retriever,0.980071,labrador retriever,0.00875751,saluki,0.00180595,1899,9317,1.3
821407182352777218,Sundance,doggo,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,1,irish setter,0.5054960000000001,vizsla,0.168747,chesapeake bay retriever,0.111311,5053,13075,1.4
819952236453363712,Oliver,puppo,https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,1,american staffordshire terrier,0.925505,staffordshire bullterrier,0.0362215,italian greyhound,0.0204119,1369,5927,1.3
819006400881917954,Sunny,doggo,https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg,4,prison,0.907083,palace,0.0200891,umbrella,0.00784954,21794,49960,1.4
819004803107983360,Bonaparte,doggo,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1,standard poodle,0.351308,toy poodle,0.271929,tibetan terrier,0.0947592,42228,95450,1.4
817777686764523521,Dido,"doggo, pupper",https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,1,curly-coated retriever,0.733256,flat-coated retriever,0.2141449999999999,irish water spaniel,0.029769,3084,11901,1.3
814986499976527872,Cooper,pupper,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg,1,dalmatian,0.999828,boxer,6.78061e-05,american staffordshire terrier,3.42436e-05,1505,8485,1.1
813910438903693312,Chubbs,doggo,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1,siberian husky,0.6993550000000001,eskimo dog,0.2564329999999999,norwegian elkhound,0.0131888,2194,10342,1.1
813096984823349248,Rocky,doggo,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,1,great dane,0.128056,boston bull,0.117003,kelpie,0.0869643,4207,11694,1.1
811386762094317568,Craig,pupper,https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg,1,pembroke,0.804177,cardigan,0.18989,beagle,0.00196475,7444,23302,1.1
807621403335917568,Ollie,pupper,https://pbs.twimg.com/media/CzU_YVGUUAA3Xsd.jpg,3,golden retriever,0.873233,cocker spaniel,0.0336933,chow,0.0204084,4288,16236,1.4
803773340896923648,Diogi,puppo,https://pbs.twimg.com/media/CyeTku-XcAALkBd.jpg,2,miniature pinscher,0.817066,redbone,0.0597065,irish terrier,0.0341952,3220,11203,1.2
802239329049477120,Loki,puppo,https://pbs.twimg.com/media/CyIgaTEVEAA-9zS.jpg,2,eskimo dog,0.482498,siberian husky,0.3357739999999999,malamute,0.134589,3040,10132,1.2
801115127852503040,Bones,"doggo, pupper",https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,1,dalmatian,0.823356,english setter,0.0946018999999999,bluetick,0.0219534,2429,8992,1.2
800388270626521089,Doc,floofer,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg,2,golden retriever,0.35986,pembroke,0.194207,collie,0.154603,3265,12456,1.2
799757965289017345,Sobe,doggo,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,1,border collie,0.442534,collie,0.288684,shetland sheepdog,0.196399,2506,9390,1.3
794205286408003585,Laika,pupper,https://pbs.twimg.com/media/CwWVe_3WEAAHAvx.jpg,3,pedestal,0.66266,fountain,0.294827,brass,0.0203711,3895,10314,1.4
793195938047070209,Lily,puppo,https://pbs.twimg.com/media/CwH_foYWgAEvTyI.jpg,2,labrador retriever,0.654762,golden retriever,0.0741,chihuahua,0.0423393,6547,17063,1.2
790946055508652032,Betty,puppo,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,1,dishwasher,0.700466,golden retriever,0.245773,chow,0.0390116999999999,5496,18601,1.2
787717603741622272,Tonks,puppo,https://pbs.twimg.com/media/Cu6I9vvWIAAZG0a.jpg,3,german shepherd,0.992339,malinois,0.00492039,kelpie,0.0008528019999999,3240,11416,1.3
786363235746385920,Rizzo,doggo,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,1,golden retriever,0.929266,labrador retriever,0.0628667,saluki,0.00215669,4072,12189,1.3
785639753186217984,Pinot,"doggo, pupper",https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,1,porcupine,0.978042,sea urchin,0.0061063,echidna,0.00544197,2561,8735,1.0
782747134529531904,Deacon,doggo,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,1,golden retriever,0.560699,otterhound,0.199482,clumber,0.0406818,1604,8310,1.1
782305867769217024,Sampson,doggo,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,1,briard,0.5044270000000001,soft-coated wheaten terrier,0.390678,lhasa,0.0345955,6470,18630,1.2
778027034220126208,Sophie,pupper,https://pbs.twimg.com/media/Cswbc2yWcAAVsCJ.jpg,1,clumber,0.946718,cocker spaniel,0.0159499,lhasa,0.00651911,1885,7320,2.7
776477788987613185,Huck,pupper,https://pbs.twimg.com/media/CsaaaaxWgAEfzM7.jpg,1,labrador retriever,0.8848389999999999,chesapeake bay retriever,0.0575650999999999,paintbrush,0.00576608,3249,9858,1.1
776113305656188928,Sampson,pupper,https://pbs.twimg.com/media/CsVO7ljW8AAckRD.jpg,1,mousetrap,0.777468,black widow,0.0939401999999999,paddlewheel,0.0174919,5068,13102,1.1
775733305207554048,Anakin,doggo,https://pbs.twimg.com/media/CsP1UvaW8AExVSA.jpg,1,long-horned beetle,0.6138520000000001,ox,0.0294728,rhinoceros beetle,0.0278060999999999,4627,15413,1.1
775364825476165632,Finley,doggo,https://pbs.twimg.com/media/CsKmMB2WAAAXcAy.jpg,3,beagle,0.571229,chihuahua,0.175257,pembroke,0.0343063,3472,8295,1.1
773985732834758656,Winnie,pupper,https://pbs.twimg.com/media/Cr2_6R8WAAAUMtc.jpg,4,giant panda,0.4511489999999999,fur coat,0.148001,pug,0.10957,4492,11925,1.1
773547596996571136,Chelsea,pupper,https://pbs.twimg.com/media/Crwxb5yWgAAX5P_.jpg,1,norwegian elkhound,0.372202,chesapeake bay retriever,0.1371869999999999,malamute,0.0714361999999999,7126,24553,1.1
772193107915964416,Willem,pupper,https://pbs.twimg.com/media/Crdhh_1XEAAHKHi.jpg,1,pembroke,0.3679449999999999,chihuahua,0.2235219999999999,pekinese,0.164871,1612,6665,1.2
768193404517830656,Gerald,doggo,https://pbs.twimg.com/media/Cqkr0wiW8AAn2Oi.jpg,1,lion,0.396984,ram,0.300851,cheetah,0.094474,4080,12157,0.8
765371061932261376,Louie,pupper,https://pbs.twimg.com/media/Cp8k6oRWcAUL78U.jpg,2,golden retriever,0.829456,labrador retriever,0.0893708999999999,kuvasz,0.0170275,2475,7842,1.1
760893934457552897,Wishes,doggo,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,1,blenheim spaniel,0.113992,cocker spaniel,0.10578,borzoi,0.0739345,1104,4228,1.1
759793422261743616,Maggie,"doggo, pupper",https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,2,golden retriever,0.985876,labrador retriever,0.00194777,kuvasz,0.00175174,2173,6620,1.2
756939218950160384,Jax,pupper,https://pbs.twimg.com/media/CoEwMXeWEAAaIz5.jpg,1,golden retriever,0.790371,cocker spaniel,0.130268,labrador retriever,0.0646287,2295,7342,1.2
755206590534418437,one,doggo,https://pbs.twimg.com/media/CnsIT0WWcAAul8V.jpg,1,web site,0.906673,printer,0.00860027,carton,0.00453319,6148,18212,1.4
751132876104687617,Cooper,puppo,https://pbs.twimg.com/media/CmyPXNOW8AEtaJ-.jpg,1,labrador retriever,0.92939,chesapeake bay retriever,0.0382535,golden retriever,0.0076102,1480,5610,1.0
750868782890057730,Milo,pupper,https://pbs.twimg.com/media/CmufLLsXYAAsU0r.jpg,4,toy poodle,0.912648,miniature poodle,0.0350592,seat belt,0.0263755999999999,1595,5306,1.1
750506206503038976,Malcolm,pupper,https://pbs.twimg.com/media/CmpVaOZWIAAp3z6.jpg,1,american black bear,0.2191659999999999,lesser panda,0.214715,titi,0.0916851,1316,4934,0.8
750383411068534784,Zoe,pupper,https://pbs.twimg.com/media/CmnluwbXEAAqnkw.jpg,1,border collie,0.672791,collie,0.270188,papillon,0.0345039,1309,5005,0.9
750011400160841729,Piper,doggo,https://pbs.twimg.com/media/CmfmvGUWgAAuVKD.jpg,1,muzzle,0.2376199999999999,boston bull,0.0871498,sombrero,0.0685099,1035,3568,1.1
749417653287129088,Finn,pupper,https://pbs.twimg.com/media/CmZ3YH9WEAAowi3.jpg,2,papillon,0.772894,shetland sheepdog,0.0424076,collie,0.0423131,1904,6721,1.1
749317047558017024,Blu,floofer,https://pbs.twimg.com/ext_tw_video_thumb/749316899712950272/pu/img/nvZI9mkoAxt89sul.jpg,1,wire-haired fox terrier,0.155144,lakeland terrier,0.1083819999999999,buckeye,0.0746167,2509,6076,1.2
748932637671223296,Divine,doggo,https://pbs.twimg.com/media/CmS-QkQWAAAkUa-.jpg,1,borzoi,0.742912,wire-haired fox terrier,0.2040819999999999,english setter,0.0210322999999999,2564,6461,1.3
748692773788876800,his,doggo,https://pbs.twimg.com/media/CmPkGhFXEAABO1n.jpg,1,ox,0.337871,plow,0.269287,oxcart,0.245653,1504,4659,1.0
745433870967832576,Lenox,doggo,https://pbs.twimg.com/media/ClhQJUUWAAEVpBX.jpg,1,barrow,0.999962,basset,1.44895e-05,wok,6.060880000000001e-06,2894,7824,1.0
744995568523612160,Abby,puppo,https://pbs.twimg.com/media/ClbBg4WWEAMjwJu.jpg,1,old english sheepdog,0.427481,shih-tzu,0.146336,tibetan terrier,0.134269,716,3277,0.9
743253157753532416,Kilo,puppo,https://pbs.twimg.com/media/ClCQzFUUYAA5vAu.jpg,1,malamute,0.442612,siberian husky,0.368137,eskimo dog,0.177822,1366,4624,1.0
743222593470234624,a,pupper,https://pbs.twimg.com/media/ClB09z0WYAAA1jz.jpg,1,kuvasz,0.350629,soft-coated wheaten terrier,0.182782,golden retriever,0.0876623999999999,2164,6792,1.2
742150209887731712,Edmund,pupper,https://pbs.twimg.com/media/CkylrVWWsAAiXJE.jpg,1,siamese cat,0.112413,french bulldog,0.0714143999999999,hog,0.0624654,1783,5661,0.8
741743634094141440,Aqua,pupper,https://pbs.twimg.com/media/Cksz42EW0AAh2NF.jpg,1,labrador retriever,0.786089,flat-coated retriever,0.0486524,chesapeake bay retriever,0.0346933,3144,8945,1.1
741067306818797568,just,"doggo, pupper",https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,1,golden retriever,0.843799,labrador retriever,0.0529559,kelpie,0.0357110999999999,3520,10342,1.2
740676976021798912,Baloo,pupper,https://pbs.twimg.com/media/Ckdpx5KWsAANF6b.jpg,1,wombat,0.462952,norwegian elkhound,0.275225,siamese cat,0.0435593,7724,19881,1.1
739606147276148736,Benji,pupper,https://pbs.twimg.com/media/CkOb3FXW0AAUL_U.jpg,3,blenheim spaniel,0.933755,cocker spaniel,0.0417194,brittany spaniel,0.00671256,1876,5897,0.9
738537504001953792,Bayley,puppo,https://pbs.twimg.com/media/Cj_P7rSUgAAYQbz.jpg,1,chow,0.808737,gibbon,0.0289424,pembroke,0.0264979,1759,5575,1.1
736365877722001409,Rory,pupper,https://pbs.twimg.com/media/CjgYyuvWkAAHU8g.jpg,3,cup,0.473555,toy poodle,0.082606,consomme,0.048298,1408,4367,1.1
735256018284875776,Kellogg,doggo,https://pbs.twimg.com/media/CjQnclkVEAA4pnK.jpg,1,staffordshire bullterrier,0.523191,french bulldog,0.3511039999999999,doormat,0.0280752999999999,993,3675,0.8
735137028879360001,Buckley,pupper,https://pbs.twimg.com/media/CjO7OfeWgAAUQy-.jpg,1,walker hound,0.413535,beagle,0.233891,english foxhound,0.164943,1092,3428,0.9
733822306246479872,Moose,floofer,https://pbs.twimg.com/media/Ci8Pfg_UUAA2m9i.jpg,1,lhasa,0.457356,shih-tzu,0.371282,tibetan terrier,0.048359,1141,4015,1.0
732375214819057664,Kyle,doggo,https://pbs.twimg.com/media/CinrX2EWkAABDYt.jpg,1,tennis ball,0.998673,basset,0.000547053,golden retriever,0.00035998,2838,8832,1.1
730573383004487680,Rooney,pupper,https://pbs.twimg.com/media/CiOEnI6WgAAmq4E.jpg,2,american staffordshire terrier,0.810158,labrador retriever,0.0582049999999999,weimaraner,0.0279295,2435,5407,1.0
728035342121635841,all,pupper,https://pbs.twimg.com/media/ChqARqmWsAEI6fB.jpg,1,handkerchief,0.302961,pomeranian,0.248664,shih-tzu,0.111015,1872,4953,1.2
728015554473250816,Rueben,pupper,https://pbs.twimg.com/media/ChpuRyvVAAARMoq.jpg,1,cocker spaniel,0.384559,golden retriever,0.091661,sandbar,0.0817989,1219,4479,1.1
725786712245440512,Lillie,pupper,https://pbs.twimg.com/media/ChKDKmIWIAIJP_e.jpg,1,chow,0.335761,samoyed,0.167173,kuvasz,0.145715,1527,4537,1.1
724405726123311104,Ashleigh,pupper,https://pbs.twimg.com/media/Cg2bKLAWwAA0WEm.jpg,1,golden retriever,0.240695,cocker spaniel,0.202444,feather boa,0.159348,1847,5800,1.0
724004602748780546,Luther,pupper,https://pbs.twimg.com/media/CgwuWCeW4AAsgbD.jpg,3,siamese cat,0.950526,pug,0.0188769,quilt,0.0076276,1790,4561,1.1
721001180231503872,Oliver,pupper,https://pbs.twimg.com/media/CgGCvxAUkAAx55r.jpg,1,samoyed,0.950053,washbasin,0.00632139,tub,0.00624335,686,2748,1.1
720340705894408192,Derek,pupper,https://pbs.twimg.com/media/Cf8qDFbWwAEf8M3.jpg,1,alp,0.320126,lawn mower,0.0808077,viaduct,0.065321,1098,3131,1.0
719704490224398336,Clyde,pupper,https://pbs.twimg.com/media/CfznaXuUsAAH-py.jpg,1,home theater,0.0590326,window shade,0.038299,bathtub,0.0355281999999999,1645,4974,1.2
717009362452090881,Smokey,pupper,https://pbs.twimg.com/media/CfNUNetW8AAekHx.jpg,1,siberian husky,0.506154,eskimo dog,0.269656,malamute,0.0606585,1102,3583,1.0
711968124745228288,Winston,pupper,https://pbs.twimg.com/media/CeFrO3qXEAADRbd.jpg,1,espresso,0.430135,coffee mug,0.418483,cup,0.0883911999999999,2601,8776,1.0
711008018775851008,Chuckles,pupper,https://pbs.twimg.com/media/Cd4CBQFW8AAY3ND.jpg,1,french bulldog,0.731405,boston bull,0.150672,pug,0.0218109,710,3275,1.1
707315916783140866,Finnegus,pupper,https://pbs.twimg.com/media/CdDkEkHWwAAAeUJ.jpg,2,bernese mountain dog,0.979235,shetland sheepdog,0.0110368,appenzeller,0.00397111,727,2698,1.0
705975130514706432,Adele,pupper,https://pbs.twimg.com/media/CcwgjmuXIAEQoSd.jpg,1,staffordshire bullterrier,0.5877640000000001,american staffordshire terrier,0.281429,bull mastiff,0.0947981,842,3397,1.0
705428427625635840,Ambrose,pupper,https://pbs.twimg.com/media/CcovaMUXIAApFDl.jpg,1,chihuahua,0.774792,quilt,0.0730794,pembroke,0.0223651,1931,4188,1.1
704859558691414016,a,pupper,https://pbs.twimg.com/media/CcgqBNVW8AE76lv.jpg,1,pug,0.284428,teddy,0.156339,mitten,0.138915,612,2462,1.0
704347321748819968,Ralphson,pupper,https://pbs.twimg.com/media/CcZYJniXEAAEJRF.jpg,1,teddy,0.233378,feather boa,0.0884744,brittany spaniel,0.0829173,393,1729,1.0
703611486317502464,Scooter,pupper,https://pbs.twimg.com/media/CcO66OjXEAASXmH.jpg,1,pembroke,0.756441,basenji,0.126621,cardigan,0.0801166999999999,1709,4229,1.0
702598099714314240,Sansa,pupper,https://pbs.twimg.com/media/CcAhPevW8AAoknv.jpg,1,kelpie,0.2191789999999999,badger,0.1335839999999999,siamese cat,0.0744399999999999,3712,11332,1.1
701545186879471618,Millie,pupper,https://pbs.twimg.com/media/CbxjnyOWAAAWLUH.jpg,1,border collie,0.280893,cardigan,0.11255,toy terrier,0.0533172,680,2902,1.0
700864154249383937,a,pupper,https://pbs.twimg.com/media/Cbn4OqKWwAADGWt.jpg,1,kuvasz,0.8058569999999999,great pyrenees,0.187272,samoyed,0.0034909,685,2828,1.2
699801817392291840,Cooper,pupper,https://pbs.twimg.com/media/CbYyCMcWIAAHHjF.jpg,2,golden retriever,0.808978,irish setter,0.0424281,labrador retriever,0.0235364,1088,3345,1.1
696877980375769088,Misty,pupper,https://pbs.twimg.com/media/CavO0uuWEAE96Ed.jpg,1,space heater,0.206876,spatula,0.12345,vacuum,0.119218,802,2689,0.9
696713835009417216,Trevith,pupper,https://pbs.twimg.com/media/Cas5h-wWcAA3nAc.jpg,1,car mirror,0.379797,chesapeake bay retriever,0.321589,vizsla,0.116931,757,2613,0.9
695095422348574720,just,pupper,https://pbs.twimg.com/media/CaV5mRDXEAAR8iG.jpg,1,papillon,0.227784,chihuahua,0.218128,border collie,0.0934574,684,2888,1.2
695074328191332352,Lorenzo,pupper,https://pbs.twimg.com/media/CaVmajOWYAA1uNG.jpg,1,shih-tzu,0.5101060000000001,tibetan terrier,0.0719809,lhasa,0.069231,1239,3116,1.1
694329668942569472,Grady,pupper,https://pbs.twimg.com/media/CaLBJmOWYAQt44t.jpg,1,boxer,0.99006,bull mastiff,0.00743627,saint bernard,0.00161729,569,2203,0.9
693590843962331137,Phil,pupper,https://pbs.twimg.com/media/CaAhMb1XEAAB6Bz.jpg,1,dining table,0.383448,grey fox,0.103191,siamese cat,0.0982558,2233,5565,0.3
693095443459342336,Milo,pupper,https://pbs.twimg.com/media/CZ5entwWYAAocEg.jpg,1,ice lolly,0.660099,neck brace,0.0395629,yorkshire terrier,0.0334878,523,2056,1.0
692905862751522816,Wally,pupper,https://pbs.twimg.com/media/CZ2yNKhWEAA_7cb.jpg,1,mexican hairless,0.162638,doberman,0.1562869999999999,rhodesian ridgeback,0.0814778,998,2683,1.0
692417313023332352,Herschel,pupper,https://pbs.twimg.com/media/CZv13u5WYAA6wQe.jpg,1,bison,0.2089219999999999,mink,0.169945,polecat,0.144494,3917,10275,0.7
689905486972461056,Gizmo,pupper,https://pbs.twimg.com/media/CZMJYCRVAAE35Wk.jpg,4,pomeranian,0.943331,shetland sheepdog,0.0236750999999999,chow,0.00716495,787,2651,1.1
689623661272240129,Lucy,pupper,https://pbs.twimg.com/media/CZIJD2SWIAMJgNI.jpg,1,toy poodle,0.279604,mashed potato,0.208564,labrador retriever,0.0774808999999999,748,2467,1.0
689143371370250240,Trip,pupper,https://pbs.twimg.com/media/CZBUO2UWsAAKehS.jpg,1,english springer,0.3037809999999999,papillon,0.165132,welsh springer spaniel,0.149051,579,2232,1.0
688894073864884227,Hamrick,pupper,https://pbs.twimg.com/media/CY9xf1dUAAE4XLc.jpg,1,hog,0.669996,guinea pig,0.077347,hamster,0.0623981999999999,792,2462,0.7
688179443353796608,Lizzie,pupper,https://pbs.twimg.com/media/CYznjAcUEAQ5Zq7.jpg,1,sorrel,0.81152,horse cart,0.0248200999999999,arabian camel,0.0151553,669,2328,1.0
687704180304273409,Blakely,pupper,https://pbs.twimg.com/media/CYs3TKzUAAAF9A2.jpg,1,miniature pinscher,0.956063,toy terrier,0.0122306,chihuahua,0.00539748,950,2660,0.9
687476254459715584,Curtis,pupper,https://pbs.twimg.com/media/CYpoAZTWEAA6vDs.jpg,1,wood rabbit,0.702725,angora,0.190659,hare,0.105072,619,2187,1.1
686683045143953408,Mona,pupper,https://pbs.twimg.com/media/CYeWlh0WAAADhsj.jpg,1,norwich terrier,0.100499,cocker spaniel,0.0806711,golden retriever,0.0794062,912,3072,1.1
686618349602762752,Olivia,pupper,https://pbs.twimg.com/media/CYdbvwjWcAEtjYu.jpg,1,rottweiler,0.441331,miniature pinscher,0.23318,gordon setter,0.093582,1544,4042,1.1
686377065986265092,Birf,pupper,https://pbs.twimg.com/media/CYaAS2kUoAINkye.jpg,1,german shepherd,0.830816,leonberg,0.0763252,bloodhound,0.0374486,637,2433,1.0
